name,latitude,longitude,避難対象_洪水,避難対象_崖崩れ、土石流及び地滑り,避難対象_高潮,避難対象_地震,避難対象_津波,避難対象_大規模な火事,避難対象_内水氾濫,避難対象_火山現象,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
北の丸公園,35.69198,139.750564,0,0,0,1,0,0,0,0,0,0,0,0,
皇居東御苑,35.686863,139.757162,0,0,0,1,0,0,0,0,0,0,0,0,
皇居外苑,35.680258,139.757693,0,0,0,1,0,0,0,0,0,0,0,0,
日比谷公園,35.673576,139.755893,0,0,0,1,0,0,0,0,0,0,0,0,
真田堀運動場,35.68278,139.731059,0,0,0,1,0,0,0,0,0,0,0,0,
外濠公園,35.68864,139.73097,0,0,0,1,0,0,0,0,0,0,0,0,
京橋区民館,35.676558,139.771358,1,0,1,1,0,0,1,0,1,1,0,1,自動ドア
京橋プラザ,35.673233,139.771678,1,0,1,1,0,0,1,0,1,1,1,1,自動ドア
泰明小学校,35.672333,139.761326,1,0,1,1,0,0,1,0,0,0,0,0,
銀座中学校,35.665698,139.765034,1,0,1,1,0,0,1,0,0,1,0,1,
中央小学校,35.672201,139.778753,1,0,1,1,0,0,1,0,1,1,1,1,オストメイト設備
明石小学校,35.668438,139.776409,1,0,1,1,0,0,1,0,1,1,1,1,オストメイト設備
京橋築地小学校,35.667959,139.771414,1,0,1,1,0,0,1,0,0,1,0,1,
京華スクエア,35.674903,139.775664,1,0,1,1,0,0,1,0,1,1,1,1,自動ドア
明正小学校,35.67597,139.781569,1,0,1,1,0,0,1,0,1,1,1,1,オストメイト設備
常盤小学校,35.688476,139.770558,1,0,1,1,0,0,1,0,0,1,0,0,
十思スクエア,35.690646,139.777104,1,0,1,1,0,0,1,0,1,1,1,1,自動ドア
日本橋小学校,35.684677,139.78141,1,0,1,1,0,0,1,0,1,1,0,1,
有馬小学校,35.683272,139.787993,1,0,1,1,0,0,1,0,1,1,0,1,
久松小学校,35.689029,139.784316,1,0,1,1,0,0,1,0,1,1,0,1,
日本橋中学校,35.692498,139.787096,1,0,1,1,0,0,1,0,0,0,0,0,
阪本小学校,35.679697,139.776766,1,0,1,1,0,0,1,0,1,1,1,1,
佃島小学校,35.668626,139.78458,1,0,1,1,1,0,1,0,1,1,0,1,
佃中学校,35.668054,139.785119,1,0,1,1,1,0,1,0,1,1,0,1,
月島第一小学校,35.660632,139.780067,1,0,1,1,1,0,1,0,0,1,0,1,
月島第二小学校,35.660249,139.775825,1,0,1,1,1,0,1,0,1,1,0,1,
月島第三小学校,35.658852,139.785539,1,0,1,1,0,0,1,0,1,1,0,1,
晴海中学校,35.659827,139.784584,1,0,1,1,0,0,1,0,1,1,0,1,
豊海小学校,35.653533,139.771473,1,0,1,1,1,0,1,0,1,1,1,1,
中央区役所,35.670585,139.772006,1,0,1,0,0,0,1,0,1,1,1,1,自動ドア・授乳室・オストメイト設備
日本橋区民センター,35.682472,139.784308,1,0,1,0,0,0,1,0,1,1,1,1,自動ドア・オストメイト設備・大型ベッド
月島区民センター,35.662063,139.78215,1,0,1,0,1,0,1,0,1,1,1,1,自動ドア・授乳室
ほっとプラザはるみ,35.65205,139.774787,1,0,1,1,0,0,1,0,1,1,1,1,自動ドア・ベビーベッド
生涯学習センター,35.66556,139.757102,0,1,0,1,0,0,0,0,1,1,1,1,玄関自動ドア
障害保健福祉センター,35.651643,139.755555,0,0,0,0,0,0,0,0,1,1,1,1,
芝小学校,35.651302,139.75018,1,1,1,1,0,0,0,0,1,0,0,1,
三田図書館,35.64714,139.745222,0,0,0,0,1,0,0,0,1,1,1,1,音声誘導器・筆談器
御成門中学校,35.661632,139.750369,1,1,0,1,0,0,0,0,1,1,0,1,
神明子ども中高生プラザ・神明いきいきプラザ,35.658765,139.757662,0,1,1,1,0,0,0,0,1,1,1,1,自動ドア・オストメイト設備・授乳室
エコプラザ,35.658849,139.756888,0,1,0,1,0,0,0,0,1,1,1,1,自動ドア・ベビーベッド
御成門小学校,35.660984,139.749519,1,1,1,1,0,0,0,0,1,1,0,1,
みなと図書館,35.659896,139.750124,0,0,0,0,1,0,0,0,1,1,1,1,音声誘導器・筆談器
三田中学校,35.645227,139.740847,1,1,1,1,0,0,0,0,1,1,1,1,オストメイト設備
スポーツセンター,35.646636,139.751789,0,1,0,1,0,0,0,0,1,1,1,1,自動ドア・授乳室・こども用トイレ
芝浦小学校,35.638159,139.746311,1,1,1,1,0,0,0,0,1,1,1,1,オストメイト設備
芝浦アイランド児童高齢者交流プラザ,35.640373,139.752419,0,0,0,0,0,0,0,0,1,1,1,1,昇降機・スローダン
みなとリサイクル清掃事務所,35.634389,139.751393,0,0,0,0,1,0,0,0,1,1,1,1,
港南中学校,35.631196,139.749112,1,1,0,1,0,0,0,0,1,1,0,1,
港南こども中高生プラザ(プラリバ）,35.631148,139.749908,0,1,1,1,0,0,0,0,1,1,1,1,車椅子対応エレベーター・車椅子対応トイレ・自動ドア・オスメイト対応トイレ・ベビーベッド・ベビーチェア対応トイレ・大人用大型ベッド対応トイレ
港南図書館,35.632963,139.749559,0,0,0,0,1,0,0,0,1,1,1,1,音声誘導器・筆談器
港南の郷,35.633288,139.749211,0,0,0,0,1,0,0,0,1,1,1,1,
港南小学校,35.62923,139.749645,1,1,0,1,0,0,0,0,1,1,1,1,オストメイト設備
お台場学園小・中学校,35.633646,139.777123,1,1,1,1,0,0,0,0,1,1,1,1,
台場児童館,35.630066,139.777042,0,0,0,0,0,0,0,0,0,1,0,1,
福祉プラザさくら川,35.661188,139.753786,0,1,0,1,0,0,0,0,1,1,0,1,
虎ノ門いきいきプラザ,35.667906,139.748713,1,1,1,1,0,0,0,0,1,1,1,1,自動ドア・オストメイト設備
三田いきいきプラザ,35.648753,139.749744,1,1,1,1,0,0,0,0,1,1,1,1,自動ドア・オストメイト設備
港勤労福祉会館,35.647874,139.748513,1,1,0,1,0,0,0,0,0,1,1,1,オストメイト設備（だれでもトイレ内）
赤羽小学校,35.653232,139.742522,1,1,1,1,0,0,0,0,0,1,0,1,
麻布小学校,35.661831,139.738714,1,1,1,1,0,0,0,0,0,0,0,1,
晴海地区,35.65328179,139.779028,0,0,0,0,0,1,0,0,0,0,0,0,
新川ツインビル地区,35.67449725,139.7844365,0,0,0,0,0,1,0,0,0,0,0,0,
佃リバーシティ地区,35.66937197,139.7849755,0,0,0,0,0,1,0,0,0,0,0,0,
あかつき公園一帯,35.666349,139.776264,0,0,0,0,0,1,0,0,0,0,0,0,
麻布区民センター,35.660737,139.735053,0,1,1,1,0,0,0,0,1,0,1,1,オストメイト設備
六本木中学校,35.660829,139.732256,1,1,1,1,0,0,0,0,1,1,1,1,
旧飯倉小学校,35.658164,139.742563,1,1,1,1,0,0,0,0,0,0,0,0,
飯倉いきいきプラザ,35.656904,139.740889,0,1,1,1,0,0,0,0,1,1,1,1,オストメイト設備
南麻布いきいきプラザ,35.651435,139.735101,0,1,1,1,0,0,0,0,1,0,1,1,オストメイト設備
東町小学校,35.650872,139.735835,0,1,0,1,0,0,0,0,1,0,0,0,
ありすいきいきプラザ・麻布子ども中高生プラザ,35.651038,139.72741,1,1,1,1,0,0,0,0,1,0,1,1,おむつ交換台・オストメイト設備
本村小学校,35.649818,139.72996,1,1,1,1,0,0,0,0,1,1,0,1,
笄小学校,35.656504,139.724918,1,1,1,1,0,0,0,0,0,0,0,0,
高陵中学校,35.656898,139.720394,1,1,1,1,0,0,0,0,1,1,1,1,オストメイト設備
南山小学校,35.657257,139.731123,1,1,1,1,0,0,0,0,0,0,0,1,
赤坂区民センター,35.674749,139.731634,1,1,1,1,0,0,0,0,1,0,0,1,オスメイト設備
サン・サン赤坂,35.66976,139.737544,0,1,1,1,0,0,0,0,0,0,0,0,
青山中学校,35.674193,139.722154,1,1,1,1,0,0,0,0,0,0,0,1,
青山いきいきプラザ,35.669213,139.721211,1,1,1,1,0,0,0,0,1,1,1,1,自動ドア・オストメイト設備・点字標示板
青山小学校,35.669872,139.719059,0,1,1,1,0,0,0,0,0,0,0,1,
青南いきいきプラザ,35.666466,139.717313,1,1,1,1,0,0,0,0,1,1,1,1,自動ドア・オストメイト設備
青南小学校,35.663505,139.716144,1,1,1,1,0,0,0,0,0,0,0,0,
豊岡いきいきプラザ,35.646502,139.739662,0,1,1,1,0,0,0,0,1,0,0,1,オストメイト設備・オムツ替えシート
高輪区民センター,35.64195,139.734104,0,1,1,1,0,0,0,0,1,1,1,1,
高輪子ども中高生プラザ,35.642419,139.734826,1,1,1,1,0,0,0,0,1,0,1,1,自動ドア
高輪台小学校,35.636238,139.734348,1,1,1,1,0,0,0,0,1,1,1,1,オストメイト設備
高輪いきいきプラザ,35.633251,139.735583,0,1,1,1,0,0,0,0,1,1,1,1,オストメイト設備・オムツ替えシート
白金いきいきプラザ,35.644894,139.731074,0,1,1,1,0,0,0,0,1,1,1,1,オムツ替えシート
旧三光小学校,35.644269,139.729135,1,1,1,1,0,0,0,0,1,1,0,1,
旧神応小学校,35.643634,139.724507,1,1,1,1,0,0,0,0,1,0,0,0,
白金小学校,35.636812,139.72856,0,1,1,1,0,0,0,0,0,0,0,0,
白金台いきいきプラザ,35.637614,139.725057,1,1,1,1,0,0,0,0,1,0,1,1,オストメイト設備・オムツ替えシート
芝浦港南区民センター,35.640524,139.74866,1,1,1,1,0,0,0,0,1,0,1,1,自動ドア・授乳室
港南いきいきプラザ,35.629715,139.747075,0,1,0,1,0,0,0,0,1,1,1,1,オストメイト設備
台場区民センター,35.629796,139.777012,1,1,1,1,0,0,0,0,1,0,1,1,自動ドア・授乳室
西麻布いきいきプラザ,35.660855,139.722721,0,1,1,1,0,0,0,0,1,0,1,1,おむつ交換台・オストメイト設備
赤坂小学校,35.669308,139.731031,0,1,1,1,0,0,0,0,1,1,0,1,
赤坂中学校,35.668009,139.731015,0,0,0,1,0,0,0,0,1,1,1,1,
赤坂いきいきプラザ,35.670358,139.734939,0,1,1,1,0,0,0,0,1,1,1,1,自動ドア・オストメイト設備・点字標示板
御田小学校,35.643172,139.738034,1,1,1,1,0,0,0,0,0,0,0,0,
白金の丘学園白金の丘小・中学校,35.643626,139.72684,1,1,1,1,0,0,0,0,1,1,1,1,オストメイト設備
高松中学校,35.640817,139.733771,0,0,1,1,0,0,0,0,1,1,0,1,
迎賓館一帯,35.68023441,139.7287512,0,0,0,0,0,0,0,0,0,0,0,0,
芝公園・慶応大学一帯,35.6573792,139.7472498,0,0,0,0,0,0,0,0,0,0,0,0,
高輪三丁目・四丁目・御殿山地区,35.63062116,139.7351626,0,0,0,0,0,0,0,0,0,0,0,0,
自然教育園・聖心女子学院一帯,35.63852886,139.7195746,0,0,0,0,0,0,0,0,0,0,0,0,
有栖川宮記念公園一帯,35.65167707,139.7265013,0,0,0,0,0,0,0,0,0,0,0,0,
青山墓地一帯,35.66575902,139.7230347,0,0,0,0,0,0,0,0,0,0,0,0,
明治神宮外苑地区,35.67775338,139.7171293,0,0,0,0,0,0,0,0,0,0,0,0,
迎賓館一帯,35.68023441,139.7287512,0,0,0,0,0,1,0,0,0,0,0,0,
戸山公園一帯,35.70401633,139.7135665,0,0,0,0,0,1,0,0,0,0,0,0,
明治神宮外苑地区,35.67775338,139.7171293,0,0,0,0,0,1,0,0,0,0,0,0,
新宿御苑,35.68544234,139.7105405,0,0,0,0,0,1,0,0,0,0,0,0,
新宿中央公園・高層ビル群一帯,35.69119515,139.690472,0,0,0,0,0,1,0,0,0,0,0,0,
百人町三・四丁目地区,35.7060489,139.6982317,0,0,0,0,0,1,0,0,0,0,0,0,
哲学堂公園一帯,35.72263318,139.6743111,0,0,0,0,0,1,0,0,0,0,0,0,
早稲田大学早稲田キャンパス一帯,35.70963475,139.718687,0,0,0,0,0,1,0,0,0,0,0,0,
落合中央公園一帯,35.71276959,139.69322,0,0,0,0,0,1,0,0,0,0,0,0,
おとめ山公園地区一帯,35.718066,139.701488,0,0,0,0,0,1,0,0,0,0,0,0,
六義園,35.73291125,139.746376,0,0,0,0,0,1,0,0,0,0,0,0,
東京大学,35.71165108,139.7618305,0,0,0,0,0,1,0,0,0,0,0,0,
後楽園一帯,35.70584768,139.750585,0,0,0,0,0,1,0,0,0,0,0,0,
お茶の水女子大学一帯・教育の森公園一帯,35.71996115,139.7362569,0,0,0,0,0,1,0,0,0,0,0,0,
護国寺一帯,35.72199685,139.7262335,0,0,0,0,0,1,0,0,0,0,0,0,
小石川植物園,35.71981799,139.744307,0,0,0,0,0,1,0,0,0,0,0,0,
目白台運動公園付近一帯,35.71204229,139.725869,0,0,0,0,0,1,0,0,0,0,0,0,
谷中小学校,35.72387,139.765205,1,1,1,0,0,0,1,0,0,0,0,0,
忍岡小学校,35.714015,139.76692,1,1,1,0,0,0,1,0,0,0,0,0,
旧柳北小学校,35.69954369,139.7825208,1,0,1,0,0,0,1,0,0,0,0,0,
松葉小学校,35.7122307,139.786471,1,0,1,0,0,0,1,0,0,0,0,0,
東浅草小学校,35.724439,139.798209,1,0,1,0,0,0,1,0,0,0,0,0,
柏葉中学校,35.723719,139.786217,1,0,1,0,0,0,1,0,0,0,0,0,
上野小学校,35.713586,139.783622,1,0,1,0,0,0,1,0,0,0,0,0,
田原小学校,35.709988,139.792782,1,0,1,0,0,0,1,0,0,0,0,0,
浅草小学校,35.713529,139.799192,1,0,1,0,0,0,1,0,0,0,0,0,
千束小学校,35.719207,139.793993,1,0,1,0,0,0,1,0,0,0,0,0,
石浜小学校,35.724929,139.80342,1,0,1,0,0,0,1,0,0,0,0,0,
東泉小学校,35.7284975,139.792191,1,0,1,0,0,0,1,0,0,0,0,0,
浅草中学校,35.699968,139.789963,1,0,1,0,0,0,1,0,0,0,0,0,
御徒町台東中学校,35.70699,139.77744,1,0,1,0,0,0,1,0,0,0,0,0,
上野中学校,35.721164,139.774722,1,0,1,0,0,0,1,0,0,0,0,0,
蔵前小学校,35.70439432,139.7892641,1,0,1,0,0,0,1,0,0,0,0,0,
駒形中学校,35.717453,139.7842384,1,0,1,0,0,0,1,0,0,0,0,0,
谷中墓地,35.72402464,139.7716658,1,0,0,0,0,1,0,0,0,0,0,0,
上野公園一帯,35.71356583,139.7722521,1,0,0,0,0,1,0,0,0,0,0,0,
隅田公園一帯,35.71365034,139.8013117,0,0,0,0,0,1,0,0,0,0,0,0,
白鬚東地区,35.73293494,139.8144505,0,0,0,0,0,1,0,0,0,0,0,0,
都営文花一丁目住宅一帯,35.70873718,139.8222338,0,0,0,0,0,1,0,0,0,0,0,0,
両国地区,35.69782953,139.7940685,0,0,0,0,0,1,0,0,0,0,0,0,
荒川・四ツ木橋緑地,35.72908949,139.8295707,0,0,0,0,0,1,0,0,0,0,0,0,
墨田区役所・隅田公園自由広場一帯,35.71440286,139.805418,0,0,0,0,0,1,0,0,0,0,0,0,
錦糸公園,35.69902324,139.8164268,0,0,0,0,0,1,0,0,0,0,0,0,
立花一丁目団地一帯,35.70524898,139.8302783,0,0,0,0,0,1,0,0,0,0,0,0,
大島・北砂団地一帯,35.68653742,139.8298684,0,0,0,0,0,1,0,0,0,0,0,0,
公社南砂二丁目団地一帯,35.67193467,139.8231518,0,0,0,0,0,1,0,0,0,0,0,0,
辰巳団地・潮見運動公園一帯,35.6483751,139.8123512,0,0,0,0,0,1,0,0,0,0,0,0,
猿江恩賜公園一帯,35.68937329,139.8183985,0,0,0,0,0,1,0,0,0,0,0,0,
亀戸・大島・小松川地区,35.689844,139.849468,0,0,0,0,0,1,0,0,0,0,0,0,
清澄庭園,35.67924103,139.7965705,0,0,0,0,0,1,0,0,0,0,0,0,
東京海洋大学一帯,35.66973148,139.7901338,0,0,0,0,0,1,0,0,0,0,0,0,
亀戸中央公園,35.70080816,139.836783,0,0,0,0,0,1,0,0,0,0,0,0,
都営東砂二丁目住宅一帯,35.68477755,139.8432495,0,0,0,0,0,1,0,0,0,0,0,0,
木場公園一帯,35.67298936,139.8081887,0,0,0,0,0,1,0,0,0,0,0,0,
亀戸二丁目団地一帯,35.70012865,139.82121,0,0,0,0,0,1,0,0,0,0,0,0,
南砂三丁目公園一帯,35.669926,139.832711,0,0,0,0,0,1,0,0,0,0,0,0,
日野学園,35.624555,139.728325,0,0,0,0,1,0,0,0,1,1,0,1,
品川学園,35.61771,139.738086,0,1,0,0,1,0,0,0,1,1,1,1,
城南小学校,35.613329,139.742746,0,0,0,0,1,0,0,0,1,1,1,1,
城南第二小学校,35.61543,139.746151,0,0,0,0,1,0,0,0,0,1,0,0,
鮫浜小学校,35.601716,139.740669,0,0,0,0,1,0,0,0,0,1,0,1,
浜川小学校,35.59828,139.736203,0,0,1,0,1,0,0,0,0,1,0,0,
鈴ヶ森小学校,35.594478,139.735242,0,0,0,0,1,0,0,0,0,1,0,0,
台場小学校,35.620874,139.743779,0,0,0,0,1,0,0,0,1,1,1,1,
東海中学校,35.612621,139.748971,0,0,0,0,1,0,0,0,0,1,0,0,
浜川中学校,35.6002,139.737944,0,0,0,0,1,0,0,0,0,0,0,0,
鈴ヶ森中学校,35.592644,139.737731,0,0,0,0,1,0,0,0,0,1,0,0,
品川図書館,35.616935,139.742572,0,0,0,0,1,0,0,0,1,1,1,1,自動ドア・授乳室・オストメイト設備・ベビーベッド
東品川文化センター,35.612893,139.750593,0,0,0,0,1,0,0,0,0,0,0,0,
南大井文化センター,35.596293,139.737546,0,0,0,0,1,0,0,0,1,0,1,1,オストメイト設備・折りたたみシート（ベッド）
東品川児童センター,35.619128,139.74604,0,0,0,0,1,0,0,0,0,0,0,0,
北品川児童センター,35.618822,139.743962,0,0,0,0,1,0,0,0,0,0,0,0,
品川健康センター,35.616587,139.740732,0,0,0,0,1,0,0,0,0,0,0,0,
東品川職員待機寮,35.617173,139.747379,0,0,0,0,1,0,0,0,0,0,0,0,
北品川職員待機寮,35.616129,139.74006,0,0,0,0,1,0,0,0,0,0,0,0,
東大井職員待機寮,35.600547,139.741536,0,0,0,0,1,0,0,0,0,0,0,0,
南大井一丁目区営住宅,35.595309,139.737111,0,0,0,0,1,0,0,0,1,1,0,0,
南大井五丁目区営住宅,35.598028,139.734161,0,0,0,0,1,0,0,0,1,1,0,0,
南大井六丁目区営住宅,35.593164,139.731479,0,0,0,0,1,0,0,0,1,1,0,0,
東大井三丁目区営住宅,35.602861,139.739397,0,0,0,0,1,0,0,0,1,0,0,0,
第三日野小学校,35.632801,139.723819,1,1,0,0,0,0,0,0,1,1,0,1,
御殿山小学校,35.623258,139.732299,1,1,0,0,0,0,0,0,1,1,1,1,
芳水小学校,35.619203,139.724769,1,0,0,0,0,0,0,0,1,1,1,1,
第四日野小学校,35.62563,139.712364,1,0,0,0,0,0,0,0,0,0,0,0,
第一日野小学校,35.622169,139.716098,1,0,0,0,0,0,0,0,1,1,0,1,
新南大井ビル,35.59497,139.736901,0,0,0,0,1,0,0,0,0,0,0,0,
第一ホテル東京シーフォート,35.624369,139.751303,0,0,0,0,1,0,0,0,1,0,0,0,
リバーサイドマンションＡ棟・Ｂ棟,35.599644,139.741182,0,0,0,0,1,0,0,0,0,0,0,0,
第三東個マンション,35.593997,139.738824,0,0,0,0,1,0,0,0,0,0,0,0,
東大井スカイハイツ,35.600893,139.739686,0,0,0,0,1,0,0,0,0,0,0,0,
ステーションプラザ立会川,35.598559,139.738554,0,0,0,0,1,0,0,0,0,0,0,0,
サンライフ東品川,35.620005,139.744965,0,0,0,0,1,0,0,0,0,0,0,0,
ニックハイム北品川,35.622083,139.74056,0,0,0,0,1,0,0,0,0,0,0,0,
㈱コナミスポーツ＆ライフ,35.607945,139.74587,0,0,0,0,1,0,0,0,1,0,0,0,
來福寺,35.601805,139.737672,0,0,0,0,1,0,0,0,0,0,0,0,
アイルサイドテラス,35.620055,139.746163,0,0,0,0,1,0,0,0,0,0,0,0,
六行会総合ビル,35.617049,139.742795,0,0,0,0,1,0,0,0,1,0,0,0,
前田道路㈱品川営業所,35.598331,139.744164,0,0,0,0,1,0,0,0,0,0,0,0,
立会小学校,35.604478,139.739689,0,0,1,0,0,0,0,0,0,1,0,1,
上大崎シルバーセンター,35.6346,139.72205,0,1,0,0,0,0,0,0,1,1,1,1,
高輪三丁目・四丁目・御殿山地区,35.63062116,139.7351626,0,0,0,0,0,1,0,0,0,0,0,0,
自然教育園・聖心女子学院一帯,35.63852886,139.7195746,0,0,0,0,0,1,0,0,0,0,0,0,
ＪＲアパート・品川区役所一帯,35.60869655,139.7323917,0,0,0,0,0,1,0,0,0,0,0,0,
大井ふ頭一帯,35.58100789,139.778422,0,0,0,0,0,1,0,0,0,0,0,0,
大井競馬場・しながわ区民公園,35.59263232,139.7418696,0,0,0,0,0,1,0,0,0,0,0,0,
林試の森公園,35.62532686,139.7017717,0,0,0,0,0,1,0,0,0,0,0,0,
戸越公園一帯,35.61067389,139.7214598,0,0,0,0,0,1,0,0,0,0,0,0,
天王洲アイル周辺,35.61600299,139.7492663,0,0,0,0,0,1,0,0,0,0,0,0,
大崎駅西口地区一帯,35.617599,139.728031,0,0,0,0,0,1,0,0,0,0,0,0,
都立国際高等学校,35.659294,139.678892,0,0,0,1,0,0,0,0,1,1,0,1,
駒場小学校,35.659817,139.682075,1,1,0,1,0,0,1,0,0,0,0,1,手摺
第一中学校,35.654632,139.686429,1,1,0,1,0,0,1,0,0,1,0,0,
都立駒場高等学校,35.654988,139.685451,0,0,0,1,0,0,0,0,1,1,0,1,自動ドア
菅刈小学校,35.651507,139.692404,1,0,0,1,0,0,1,0,0,1,0,1,手摺
菅刈公園,35.650312,139.693105,0,0,0,1,0,0,0,0,0,1,0,1,手摺
東山中学校,35.646476,139.690227,1,1,0,1,0,0,1,0,0,1,0,1,手摺
東山小学校,35.64692,139.685758,1,1,0,1,0,0,1,0,1,1,1,1,手摺
烏森小学校,35.644365,139.692883,1,1,0,1,0,0,1,0,0,1,0,1,手摺
めぐろ学校サポートセンター,35.639305,139.702768,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
中目黒小学校,35.640072,139.698828,1,1,0,1,0,0,1,0,0,1,0,1,手摺
田道小学校,35.637594,139.709168,0,1,0,1,0,0,0,0,0,1,0,1,
下目黒小学校,35.63426,139.709213,0,1,0,1,0,0,0,0,0,1,0,1,手摺
大鳥中学校,35.630796,139.707607,1,1,0,1,0,0,1,0,0,1,0,1,
不動小学校,35.627081,139.699099,1,1,0,1,0,0,1,0,0,1,0,1,手摺
上目黒小学校,35.638735,139.690425,1,1,0,1,0,0,1,0,0,1,0,0,手摺
都立目黒高等学校,35.637093,139.69453,0,0,0,1,0,0,0,0,1,1,0,1,自動ドア
油面小学校,35.632429,139.698664,1,1,0,1,0,0,1,0,1,1,0,1,手摺
目黒中央中学校,35.634695,139.693894,1,1,0,1,0,0,1,0,1,1,0,1,手摺
五本木小学校,35.634187,139.687943,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
鷹番小学校,35.627744,139.689976,1,1,0,1,0,0,1,0,0,1,0,1,
碑文谷公園及び碑文谷体育館,35.62655,139.682084,1,1,0,1,0,0,1,0,1,0,0,1,自動ドア・手摺
月光原小学校,35.623015,139.694919,1,1,0,1,0,0,1,0,0,1,0,0,手摺
向原小学校,35.618716,139.695783,0,1,0,1,0,0,0,0,0,1,0,0,手摺
第七中学校,35.622923,139.691764,1,1,0,1,0,0,1,0,0,1,0,1,手摺
碑小学校,35.619615,139.690589,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
原町小学校,35.615525,139.690664,1,1,0,1,0,0,1,0,0,0,0,0,手摺
第九中学校,35.61356,139.694883,1,1,0,1,0,0,1,0,0,0,0,0,手摺
第八中学校,35.619685,139.682495,1,1,0,1,0,0,1,0,0,1,0,0,手摺
大岡山小学校,35.615482,139.683004,1,1,0,1,0,0,1,0,0,1,0,1,手摺
中根小学校,35.612637,139.678543,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
第十一中学校,35.609469,139.679024,1,1,0,1,0,0,1,0,0,0,0,0,手摺
緑ヶ丘小学校,35.610299,139.673449,1,1,0,1,0,0,1,0,1,1,0,1,自動ドア・手摺
宮前小学校,35.615365,139.66688,1,1,0,1,0,0,1,0,0,1,0,0,手摺
めぐろ区民キャンパス,35.62105,139.673578,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
都立桜修館中等教育学校,35.621189,139.67096,0,0,0,1,0,0,0,0,1,1,1,1,自動ドア・手摺
八雲小学校,35.618062,139.671255,1,1,0,1,0,0,1,0,0,1,0,1,手摺
第十中学校,35.62432,139.668677,1,1,0,1,0,0,1,0,0,0,0,1,手摺
東根小学校,35.627158,139.668027,1,1,0,1,0,0,1,0,0,1,0,1,
自由ヶ丘学園高等学校,35.612244,139.666511,0,0,0,1,0,0,0,0,1,0,0,0,
駒場東大一帯,35.66112333,139.6827728,0,0,0,0,0,1,0,0,0,0,0,0,
中目黒公園一帯,35.6408722,139.7049268,0,0,0,0,0,1,0,0,0,0,0,0,
世田谷公園一帯,35.6434823,139.6823346,0,0,0,0,0,1,0,0,0,0,0,0,
東京工業大学,35.60589354,139.6828601,0,0,0,0,0,1,0,0,0,0,0,0,
駒沢オリンピック公園一帯,35.62550776,139.6613951,0,0,0,0,0,1,0,0,0,0,0,0,
林試の森公園,35.62532686,139.7017717,0,0,0,0,0,1,0,0,0,0,0,0,
恵比寿ガーデンプレイス,35.64202332,139.7142619,0,0,0,0,0,1,0,0,0,0,0,0,
駒場地区,35.656225,139.688141,0,0,0,0,0,1,0,0,0,0,0,0,
大井ふ頭一帯,35.58100789,139.778422,0,0,0,0,0,1,0,0,0,0,0,0,
東京工業大学,35.60589354,139.6828601,0,0,0,0,0,1,0,0,0,0,0,0,
平和島地区,35.58220189,139.7460597,0,0,0,0,0,1,0,0,0,0,0,0,
昭和島野球場一帯,35.57078621,139.747504,0,0,0,0,0,1,0,0,0,0,0,0,
森ヶ崎公園,35.56361936,139.7503188,0,0,0,0,0,1,0,0,0,0,0,0,
東京国際空港天空橋周辺,35.54954499,139.7569397,0,0,0,0,0,1,0,0,0,0,0,0,
萩中公園,35.54995429,139.7378386,0,0,0,0,0,1,0,0,0,0,0,0,
旧蒲田電車区周辺一帯,35.558007,139.712856,0,0,0,0,0,1,0,0,0,0,0,0,
池上本門寺一帯,35.57637533,139.706625,0,0,0,0,0,1,0,0,0,0,0,0,
多摩川河川敷・ガス橋一帯,35.5748448,139.674528,0,0,0,0,0,1,0,0,0,0,0,0,
多摩川河川敷・田園調布先一帯,35.60532543,139.6346766,0,0,0,0,0,1,0,0,0,0,0,0,
洗足池公園一帯,35.602287,139.691647,0,0,0,0,0,1,0,0,0,0,0,0,
明正小学校,35.635356,139.599266,1,0,0,0,0,0,0,0,1,1,0,1,
砧小学校,35.631746,139.60543,1,0,0,0,0,0,0,0,0,0,0,1,
砧中学校,35.633632,139.601264,1,0,0,0,0,0,0,0,0,0,0,1,
瀬田小学校,35.618509,139.6319,1,1,0,0,0,0,0,0,0,0,0,1,
瀬田中学校,35.61837,139.633414,1,1,0,0,0,0,0,0,0,0,0,0,
中町小学校,35.617326,139.642777,1,0,0,0,0,0,0,0,1,1,0,0,
玉川小学校,35.610855,139.643411,1,1,0,0,0,0,0,0,0,0,0,0,
玉川中学校,35.616765,139.643499,1,0,0,0,0,0,0,0,1,1,0,1,オストメイト設備
尾山台小学校,35.604599,139.654257,1,1,0,0,0,0,0,0,0,0,0,1,
尾山台中学校,35.605897,139.655953,1,0,0,0,0,0,0,0,0,0,0,0,
八幡小学校,35.602783,139.666897,1,0,0,0,0,0,0,0,0,0,0,0,
九品仏小学校,35.603266,139.660056,1,0,0,0,0,0,0,0,0,0,0,1,
区立総合運動場体育館,35.630429,139.612363,1,0,0,0,0,0,0,0,1,0,1,0,車いす用トイレ
